weather_risk,rain_mm_hr,wind_kph,visibility_m_norm,disaster_flag,traffic_risk,zone_risk,is_peak_hour,density_encoded,exposure_risk,vehicle_risk,weekly_hours_norm,experience_norm,night_shift,days_per_week,dri_score,tier_label,_city,_zone,_condition
72.5,20.700000762939453,79.4000015258789,0.1624000072479248,1.0,82.37000274658203,50.0,1.0,2.0,30.0,35.0,0.11020407825708389,0.05000000074505806,1.0,4.0,65.4498,2,Delhi,Industrial,thunderstorm
11.5,2.2200000286102295,18.5,0.6603000164031982,0.0,84.56999969482422,50.0,1.0,2.0,40.0,10.0,0.3918367326259613,0.8333333134651184,0.0,6.0,40.4493,1,Delhi,Industrial,light_rain
17.5,1.8799999952316284,31.600000381469727,0.6658999919891357,0.0,37.25,50.0,0.0,1.0,80.0,20.0,0.30204081535339355,0.9333333373069763,1.0,4.0,36.4881,1,Mumbai,Suburb,light_rain
96.0,44.869998931884766,128.5,0.009999999776482582,1.0,47.04999923706055,50.0,0.0,1.0,65.0,20.0,0.37755101919174194,0.8999999761581421,0.0,5.0,70.7678,3,Hyderabad,Industrial,extreme
17.5,2.319999933242798,25.299999237060547,0.669700026512146,0.0,69.87999725341797,50.0,1.0,2.0,55.0,10.0,0.4928571283817291,0.30000001192092896,1.0,7.0,41.0739,1,Chennai,Suburb,light_rain
10.0,0.0,21.299999237060547,0.9824000000953674,0.0,25.43000030517578,50.0,0.0,0.0,80.0,35.0,0.5214285850524902,0.11666666716337204,1.0,7.0,32.8228,1,Delhi,Industrial,clear
17.5,2.1500000953674316,27.299999237060547,0.6700000166893005,0.0,41.04999923706055,20.0,1.0,0.0,65.0,20.0,0.22040815651416779,0.01666666753590107,0.0,3.0,29.1011,0,Mumbai,Rural,light_rain
4.0,0.0,8.800000190734863,0.9628999829292297,0.0,47.04999923706055,50.0,0.0,1.0,55.0,20.0,0.27346938848495483,0.7166666388511658,1.0,4.0,31.3698,1,Bengaluru,Industrial,clear
26.5,0.0,70.4000015258789,0.8478999733924866,0.0,37.25,50.0,0.0,1.0,80.0,20.0,0.3918367326259613,0.4833333194255829,1.0,4.0,35.2661,1,Delhi,Suburb,strong_wind
72.5,18.920000076293945,70.30000305175781,0.15379999577999115,1.0,86.5,80.0,1.0,2.0,40.0,35.0,0.4714285731315613,0.75,0.0,7.0,76.2077,3,Hyderabad,Highway,thunderstorm
27.5,2.9700000286102295,30.700000762939453,0.6955000162124634,0.0,33.81999969482422,20.0,0.0,1.0,65.0,35.0,0.6499999761581421,0.800000011920929,0.0,7.0,31.148,1,Chennai,Residential,light_rain
11.5,0.019999999552965164,14.100000381469727,0.9718000292778015,0.0,82.37000274658203,50.0,1.0,2.0,90.0,20.0,0.4244897961616516,0.5666666626930237,0.0,4.0,49.5385,1,Hyderabad,Industrial,clear
46.0,8.819999694824219,25.899999618530273,0.46950000524520874,0.0,20.290000915527344,20.0,0.0,0.0,40.0,35.0,0.3285714387893677,0.8333333134651184,0.0,7.0,23.08,0,Delhi,Rural,moderate_rain
17.5,1.2000000476837158,21.200000762939453,0.6998000144958496,0.0,15.140000343322754,20.0,0.0,0.0,15.0,10.0,0.1071428582072258,0.05000000074505806,0.0,3.0,19.4617,0,Hyderabad,Residential,light_rain
0.0,0.0,14.300000190734863,1.0420000553131104,0.0,82.37000274658203,50.0,1.0,2.0,80.0,10.0,0.3265306055545807,0.3166666626930237,1.0,4.0,42.3133,1,Chennai,Industrial,clear
46.0,13.869999885559082,37.400001525878906,0.2337000072002411,0.0,15.140000343322754,20.0,0.0,0.0,55.0,35.0,0.19591836631298065,0.8666666746139526,1.0,3.0,32.0514,1,Hyderabad,Residential,heavy_rain
26.5,0.0,71.0,0.7851999998092651,0.0,25.43000030517578,50.0,0.0,0.0,80.0,35.0,0.5785714387893677,0.5666666626930237,1.0,7.0,34.2277,1,Delhi,Industrial,strong_wind
11.5,1.909999966621399,17.100000381469727,0.7024999856948853,0.0,34.0099983215332,80.0,0.0,0.0,55.0,35.0,0.27551019191741943,0.550000011920929,1.0,6.0,37.428,1,Delhi,Highway,light_rain
27.5,7.0,25.399999618530273,0.5011000037193298,0.0,25.43000030517578,50.0,0.0,0.0,55.0,35.0,0.2112244963645935,0.30000001192092896,1.0,3.0,30.7507,1,Delhi,Industrial,moderate_rain
4.0,0.0,9.199999809265137,0.9749000072479248,0.0,77.5,80.0,0.0,2.0,30.0,20.0,0.22040815651416779,0.01666666753590107,1.0,6.0,39.8275,1,Delhi,CBD,clear
0.0,0.0,6.199999809265137,1.0341999530792236,0.0,15.140000343322754,20.0,0.0,0.0,55.0,20.0,0.33673468232154846,0.28333333134651184,1.0,6.0,19.8631,0,Delhi,Residential,clear
27.5,5.090000152587891,21.899999618530273,0.5008999705314636,0.0,44.290000915527344,20.0,1.0,1.0,80.0,10.0,0.5755102038383484,0.4833333194255829,1.0,6.0,34.9411,1,Hyderabad,Residential,moderate_rain
0.0,0.0,0.5,1.0368000268936157,0.0,86.5,80.0,1.0,2.0,80.0,10.0,0.5142857432365417,0.5166666507720947,1.0,7.0,50.0599,2,Chennai,Highway,clear
96.0,38.630001068115234,109.69999694824219,0.08579999953508377,1.0,41.04999923706055,20.0,1.0,0.0,65.0,10.0,0.45306122303009033,0.949999988079071,0.0,6.0,63.5526,2,Chennai,Rural,cyclone
0.0,0.0,3.799999952316284,1.0468000173568726,0.0,69.87999725341797,50.0,1.0,2.0,80.0,20.0,0.33469387888908386,0.05000000074505806,1.0,4.0,40.4614,1,Mumbai,Suburb,clear
33.5,6.159999847412109,33.099998474121094,0.4968000054359436,0.0,82.37000274658203,50.0,1.0,2.0,40.0,35.0,0.4571428596973419,0.11666666716337204,0.0,7.0,46.9433,1,Hyderabad,Industrial,moderate_rain
33.5,5.449999809265137,35.79999923706055,0.4593999981880188,0.0,37.25,50.0,0.0,1.0,65.0,35.0,0.3632653057575226,0.0833333358168602,0.0,4.0,39.8424,1,Mumbai,Suburb,moderate_rain
65.0,17.18000030517578,47.29999923706055,0.18619999289512634,0.0,17.350000381469727,20.0,0.0,0.0,65.0,35.0,0.6785714030265808,0.5333333611488342,0.0,7.0,42.3943,1,Chennai,Residential,heavy_rain
0.0,0.0,5.300000190734863,1.042799949645996,0.0,17.350000381469727,20.0,0.0,0.0,90.0,35.0,0.41224488615989685,0.550000011920929,0.0,4.0,21.7223,0,Chennai,Residential,clear
17.5,2.059999942779541,24.899999618530273,0.743399977684021,0.0,17.350000381469727,20.0,0.0,0.0,15.0,10.0,0.11428571492433548,1.0,0.0,4.0,16.2397,0,Hyderabad,Residential,light_rain
72.5,16.209999084472656,77.80000305175781,0.19939999282360077,1.0,71.9000015258789,80.0,0.0,2.0,55.0,35.0,0.4571428596973419,0.3333333432674408,1.0,7.0,75.0763,3,Delhi,CBD,thunderstorm
17.5,2.0799999237060547,20.200000762939453,0.7378000020980835,0.0,47.04999923706055,50.0,0.0,1.0,90.0,20.0,0.7642857432365417,0.3166666626930237,0.0,7.0,42.7236,1,Delhi,Industrial,light_rain
4.0,0.0,12.0,0.9804999828338623,0.0,41.04999923706055,20.0,1.0,0.0,30.0,20.0,0.140816330909729,0.06666667014360428,1.0,6.0,22.3366,0,Bengaluru,Rural,clear
11.5,0.09000000357627869,3.0,0.9799000024795532,0.0,69.87999725341797,50.0,1.0,2.0,55.0,35.0,0.26938775181770325,0.21666666865348816,1.0,4.0,40.4475,1,Bengaluru,Suburb,clear
23.5,0.10999999940395355,16.799999237060547,0.015300000086426735,0.0,25.43000030517578,50.0,0.0,0.0,80.0,10.0,0.359183669090271,0.25,1.0,4.0,33.1215,1,Mumbai,Industrial,fog
46.0,8.399999618530273,28.100000381469727,0.4530999958515167,0.0,47.04999923706055,50.0,0.0,1.0,55.0,35.0,0.37959182262420654,0.2666666805744171,1.0,6.0,47.0794,1,Chennai,Industrial,moderate_rain
23.5,0.07000000029802322,9.5,0.08489999920129776,0.0,71.9000015258789,80.0,0.0,2.0,15.0,20.0,0.15816326439380646,0.3166666626930237,0.0,5.0,40.9823,1,Bengaluru,CBD,fog
27.5,6.610000133514404,28.5,0.5238999724388123,0.0,20.290000915527344,20.0,0.0,0.0,80.0,10.0,0.37755101919174194,0.6166666746139526,1.0,5.0,29.9278,0,Bengaluru,Rural,moderate_rain
16.0,0.0,9.800000190734863,0.08540000021457672,0.0,47.04999923706055,50.0,0.0,1.0,40.0,10.0,0.18979591131210327,0.7166666388511658,0.0,3.0,31.0539,1,Mumbai,Industrial,fog
11.5,0.07000000029802322,14.100000381469727,0.9890000224113464,0.0,37.25,50.0,0.0,1.0,65.0,20.0,0.48367348313331604,0.699999988079071,0.0,6.0,32.3842,1,Hyderabad,Suburb,clear
55.0,9.350000381469727,52.900001525878906,0.20919999480247498,0.0,18.56999969482422,50.0,0.0,0.0,30.0,20.0,0.1785714328289032,0.44999998807907104,1.0,7.0,36.3,1,Bengaluru,Suburb,heavy_rain
11.5,1.350000023841858,12.0,0.6784999966621399,0.0,47.04999923706055,50.0,0.0,1.0,80.0,20.0,0.40408164262771606,0.5833333134651184,1.0,4.0,37.8552,1,Bengaluru,Industrial,light_rain
17.5,2.180000066757202,24.399999618530273,0.7236999869346619,0.0,15.140000343322754,20.0,0.0,0.0,65.0,35.0,0.3979591727256775,0.01666666753590107,0.0,5.0,23.6288,0,Mumbai,Residential,light_rain
4.0,0.0,18.5,0.9804999828338623,0.0,24.700000762939453,20.0,0.0,0.0,40.0,35.0,0.26530611515045166,0.13333334028720856,0.0,5.0,20.6024,0,Hyderabad,Rural,clear
11.5,1.9900000095367432,15.899999618530273,0.6978999972343445,0.0,17.350000381469727,20.0,0.0,0.0,40.0,20.0,0.27551019191741943,0.0833333358168602,0.0,5.0,18.6946,0,Delhi,Residential,light_rain
65.0,15.4399995803833,52.20000076293945,0.15870000422000885,0.0,41.04999923706055,20.0,1.0,0.0,55.0,20.0,0.3244898021221161,0.38333332538604736,1.0,6.0,41.5242,1,Chennai,Rural,heavy_rain
11.5,1.5499999523162842,18.200000762939453,0.7421000003814697,0.0,20.290000915527344,20.0,0.0,0.0,40.0,20.0,0.40408164262771606,0.7333333492279053,0.0,6.0,20.4507,0,Hyderabad,Rural,light_rain
33.5,6.53000020980835,33.400001525878906,0.4961000084877014,0.0,82.37000274658203,50.0,1.0,2.0,65.0,35.0,0.581632673740387,0.8666666746139526,0.0,6.0,52.7714,2,Bengaluru,Industrial,moderate_rain
40.0,8.319999694824219,35.20000076293945,0.5394999980926514,0.0,20.290000915527344,20.0,0.0,0.0,55.0,10.0,0.422448992729187,0.6666666865348816,1.0,6.0,26.8673,0,Hyderabad,Rural,moderate_rain
17.5,1.7300000190734863,22.299999237060547,0.6949999928474426,0.0,84.56999969482422,50.0,1.0,2.0,40.0,35.0,0.3142857253551483,0.7166666388511658,0.0,7.0,43.5873,1,Chennai,Industrial,light_rain
17.5,1.7999999523162842,22.600000381469727,0.6850000023841858,0.0,18.56999969482422,50.0,0.0,0.0,80.0,10.0,0.23877550661563873,0.550000011920929,1.0,3.0,33.2948,1,Mumbai,Suburb,light_rain
33.5,7.019999980926514,31.5,0.45989999175071716,0.0,86.5,80.0,1.0,2.0,40.0,35.0,0.4642857015132904,0.7333333492279053,0.0,7.0,53.0799,2,Delhi,CBD,moderate_rain
27.5,2.690000057220459,22.700000762939453,0.695900022983551,0.0,45.02000045776367,20.0,1.0,1.0,40.0,10.0,0.16224490106105804,0.9166666865348816,0.0,3.0,32.2564,1,Delhi,Residential,light_rain
17.5,2.0,21.5,0.6976000070571899,0.0,77.5,80.0,0.0,2.0,40.0,35.0,0.2448979616165161,0.5666666626930237,0.0,6.0,46.3249,1,Hyderabad,CBD,light_rain
7.5,0.09000000357627869,13.600000381469727,1.0170999765396118,0.0,17.350000381469727,20.0,0.0,0.0,65.0,10.0,0.359183669090271,0.5666666626930237,0.0,4.0,20.5887,0,Mumbai,Residential,clear
4.0,0.0,3.9000000953674316,0.960099995136261,0.0,86.5,80.0,1.0,2.0,65.0,10.0,0.30204081535339355,0.18333333730697632,0.0,4.0,48.2289,1,Chennai,CBD,clear
65.0,15.25,41.70000076293945,0.2295999974012375,0.0,18.56999969482422,50.0,0.0,0.0,105.0,35.0,0.5204081535339355,0.06666667014360428,1.0,5.0,49.9237,1,Mumbai,Suburb,heavy_rain
46.0,8.109999656677246,26.899999618530273,0.49639999866485596,0.0,33.81999969482422,20.0,0.0,1.0,80.0,35.0,0.22346939146518707,0.13333334028720856,1.0,3.0,36.0624,1,Hyderabad,Residential,moderate_rain
27.5,5.869999885559082,29.200000762939453,0.5188999772071838,0.0,17.350000381469727,20.0,0.0,0.0,65.0,10.0,0.5938775539398193,0.46666666865348816,0.0,6.0,23.4574,0,Hyderabad,Residential,moderate_rain
11.5,0.7900000214576721,18.0,0.7437999844551086,0.0,34.0099983215332,80.0,0.0,0.0,80.0,20.0,0.5571428537368774,0.5666666626930237,1.0,7.0,43.1415,1,Bengaluru,Highway,light_rain
17.5,1.8600000143051147,27.600000381469727,0.7384999990463257,0.0,41.04999923706055,20.0,1.0,0.0,80.0,20.0,0.47755101323127747,0.01666666753590107,1.0,6.0,29.8186,0,Delhi,Rural,light_rain
55.0,14.59000015258789,49.400001525878906,0.16439999639987946,0.0,47.04999923706055,50.0,0.0,1.0,55.0,20.0,0.44999998807907104,0.7833333611488342,1.0,7.0,44.5297,1,Chennai,Industrial,heavy_rain
0.0,0.0,6.5,1.0011999607086182,0.0,76.80000305175781,80.0,0.0,2.0,40.0,10.0,0.41020408272743225,0.2666666805744171,0.0,6.0,36.8932,1,Delhi,Highway,clear
33.5,6.690000057220459,29.600000381469727,0.45170000195503235,0.0,86.5,80.0,1.0,2.0,90.0,20.0,0.5867347121238708,0.15000000596046448,0.0,5.0,59.8971,2,Bengaluru,CBD,moderate_rain
4.0,0.0,15.5,0.9659000039100647,0.0,69.87999725341797,50.0,1.0,2.0,55.0,20.0,0.4928571283817291,0.8833333253860474,1.0,7.0,34.2738,1,Chennai,Suburb,clear
4.0,0.0,11.100000381469727,0.9865999817848206,0.0,34.0099983215332,80.0,0.0,0.0,30.0,10.0,0.25,0.25,1.0,7.0,33.4865,1,Bengaluru,Highway,clear
34.0,0.0,75.30000305175781,0.7692999839782715,0.0,33.81999969482422,20.0,0.0,1.0,55.0,20.0,0.27551019191741943,0.23333333432674408,1.0,5.0,32.9246,1,Bengaluru,Residential,strong_wind
0.0,0.0,12.0,1.0456000566482544,0.0,37.25,50.0,0.0,1.0,40.0,10.0,0.3316326439380646,0.20000000298023224,0.0,5.0,23.9362,0,Chennai,Suburb,clear
34.0,0.12999999523162842,74.19999694824219,0.7939000129699707,0.0,41.04999923706055,20.0,1.0,0.0,55.0,35.0,0.180612251162529,0.4333333373069763,1.0,3.0,37.2174,1,Chennai,Rural,strong_wind
72.5,18.959999084472656,78.5,0.17710000276565552,1.0,27.639999389648438,20.0,0.0,0.0,90.0,20.0,0.6122449040412903,0.05000000074505806,0.0,6.0,57.1235,2,Mumbai,Rural,thunderstorm
4.0,0.0,13.699999809265137,0.9542999863624573,0.0,18.56999969482422,50.0,0.0,0.0,105.0,35.0,0.31224489212036133,0.44999998807907104,1.0,3.0,30.9428,1,Delhi,Suburb,clear
0.0,0.0,11.899999618530273,1.0384000539779663,0.0,20.290000915527344,20.0,0.0,0.0,40.0,20.0,0.29591837525367737,0.3333333432674408,0.0,5.0,10.0737,0,Hyderabad,Rural,clear
23.5,0.019999999552965164,13.100000381469727,0.026399999856948853,0.0,41.04999923706055,20.0,1.0,0.0,65.0,35.0,0.44693878293037415,0.8166666626930237,0.0,6.0,35.6444,1,Mumbai,Rural,fog
17.5,1.7400000095367432,22.700000762939453,0.6741999983787537,0.0,25.43000030517578,50.0,0.0,0.0,55.0,35.0,0.3265306055545807,0.75,1.0,5.0,27.0784,0,Chennai,Industrial,light_rain
33.5,7.159999847412109,20.200000762939453,0.491100013256073,0.0,20.290000915527344,20.0,0.0,0.0,30.0,10.0,0.20816326141357422,0.4000000059604645,1.0,6.0,20.3317,0,Bengaluru,Rural,moderate_rain
0.0,0.0,10.399999618530273,1.0306999683380127,0.0,68.95999908447266,50.0,0.0,2.0,40.0,10.0,0.18979591131210327,0.20000000298023224,0.0,3.0,35.2851,1,Delhi,Industrial,clear
65.0,19.31999969482422,46.70000076293945,0.23810000717639923,0.0,25.43000030517578,50.0,0.0,0.0,40.0,20.0,0.20816326141357422,0.44999998807907104,0.0,4.0,46.737,1,Bengaluru,Industrial,heavy_rain
4.0,0.0,2.4000000953674316,0.9898999929428101,0.0,45.02000045776367,20.0,1.0,1.0,105.0,35.0,0.6244897842407227,0.6833333373069763,1.0,6.0,34.9735,1,Delhi,Residential,clear
23.5,0.09000000357627869,10.5,0.03290000185370445,0.0,47.04999923706055,50.0,0.0,1.0,15.0,35.0,0.20816326141357422,0.550000011920929,0.0,6.0,32.1903,1,Mumbai,Industrial,fog
4.0,0.0,10.300000190734863,0.9527999758720398,0.0,34.0099983215332,80.0,0.0,0.0,15.0,20.0,0.11938775330781937,0.8833333253860474,0.0,3.0,29.142,0,Delhi,Highway,clear
4.0,0.0,5.699999809265137,0.9761999845504761,0.0,86.5,80.0,1.0,2.0,65.0,35.0,0.22346939146518707,0.13333334028720856,0.0,3.0,50.2818,2,Mumbai,Highway,clear
55.0,14.399999618530273,48.900001525878906,0.19120000302791595,0.0,45.02000045776367,20.0,1.0,1.0,80.0,10.0,0.36734694242477417,0.8500000238418579,1.0,5.0,45.2729,1,Hyderabad,Residential,heavy_rain
17.5,1.7699999809265137,20.100000381469727,0.7124000191688538,0.0,39.70000076293945,50.0,0.0,1.0,65.0,10.0,0.5071428418159485,0.21666666865348816,0.0,7.0,35.4874,1,Delhi,Suburb,light_rain
96.0,48.08000183105469,128.3000030517578,0.03680000081658363,1.0,17.350000381469727,20.0,0.0,0.0,40.0,35.0,0.44285714626312256,0.5333333611488342,0.0,7.0,52.3459,2,Mumbai,Residential,extreme
11.5,2.1500000953674316,15.300000190734863,0.6826000213623047,0.0,71.9000015258789,80.0,0.0,2.0,55.0,10.0,0.4571428596973419,0.6000000238418579,1.0,7.0,45.5498,1,Delhi,CBD,light_rain
17.5,2.140000104904175,20.600000381469727,0.7073000073432922,0.0,39.70000076293945,50.0,0.0,1.0,80.0,35.0,0.2877551019191742,0.06666667014360428,1.0,3.0,35.6671,1,Mumbai,Suburb,light_rain
72.5,25.950000762939453,83.0999984741211,0.18619999289512634,1.0,68.6500015258789,50.0,1.0,2.0,55.0,35.0,0.19591836631298065,0.5333333611488342,1.0,4.0,65.6011,2,Delhi,Suburb,thunderstorm
17.5,2.049999952316284,20.5,0.6568999886512756,0.0,34.0099983215332,80.0,0.0,0.0,80.0,35.0,0.3224489688873291,0.550000011920929,1.0,4.0,38.3666,1,Chennai,Highway,light_rain
16.0,0.0,9.100000381469727,0.08299999684095383,0.0,25.43000030517578,50.0,0.0,0.0,80.0,20.0,0.281632661819458,0.8833333253860474,1.0,3.0,32.9608,1,Mumbai,Industrial,fog
4.0,0.0,8.199999809265137,0.9735999703407288,0.0,47.04999923706055,50.0,0.0,1.0,80.0,10.0,0.2857142984867096,0.8833333253860474,1.0,4.0,32.9853,1,Delhi,Industrial,clear
0.0,0.0,11.899999618530273,1.013100028038025,0.0,84.56999969482422,50.0,1.0,2.0,40.0,10.0,0.4285714328289032,0.6333333253860474,0.0,7.0,34.9353,1,Mumbai,Industrial,clear
33.5,5.710000038146973,33.5,0.451200008392334,0.0,24.700000762939453,20.0,0.0,0.0,80.0,10.0,0.5265306234359741,0.3499999940395355,1.0,6.0,32.5848,1,Mumbai,Rural,moderate_rain
72.5,17.81999969482422,75.0999984741211,0.14949999749660492,1.0,86.5,80.0,1.0,2.0,80.0,20.0,0.30612245202064514,0.7833333611488342,1.0,4.0,83.159,3,Bengaluru,Highway,thunderstorm
0.0,0.0,5.300000190734863,1.0322999954223633,0.0,41.04999923706055,20.0,1.0,0.0,65.0,20.0,0.37755101919174194,0.46666666865348816,0.0,5.0,25.8491,0,Bengaluru,Rural,clear
17.5,1.600000023841858,30.100000381469727,0.7071999907493591,0.0,39.58000183105469,20.0,1.0,0.0,15.0,35.0,0.09795918315649033,0.05000000074505806,0.0,4.0,18.254,0,Hyderabad,Rural,light_rain
17.5,2.0799999237060547,23.899999618530273,0.7024999856948853,0.0,84.56999969482422,50.0,1.0,2.0,80.0,10.0,0.5571428537368774,0.5166666507720947,1.0,7.0,46.4132,1,Delhi,Industrial,light_rain
46.0,8.739999771118164,31.5,0.48260000348091125,0.0,20.290000915527344,20.0,0.0,0.0,80.0,35.0,0.4693877696990967,0.8333333134651184,1.0,5.0,36.754,1,Delhi,Rural,moderate_rain
7.5,0.05000000074505806,14.600000381469727,1.023900032043457,0.0,82.37000274658203,50.0,1.0,2.0,55.0,10.0,0.20510204136371613,0.7833333611488342,1.0,3.0,39.1275,1,Bengaluru,Industrial,clear
4.0,0.0,7.599999904632568,0.9606000185012817,0.0,41.04999923706055,20.0,1.0,0.0,55.0,35.0,0.15306122601032257,0.18333333730697632,1.0,3.0,23.2632,0,Chennai,Rural,clear
46.0,8.1899995803833,27.899999618530273,0.46239998936653137,0.0,30.579999923706055,80.0,0.0,0.0,65.0,35.0,0.2897959053516388,0.6499999761581421,0.0,4.0,48.2951,1,Hyderabad,CBD,moderate_rain
17.5,1.9800000190734863,25.200000762939453,0.6902999877929688,0.0,17.350000381469727,20.0,0.0,0.0,40.0,20.0,0.2551020383834839,0.9833333492279053,0.0,5.0,17.6508,0,Chennai,Residential,light_rain
27.5,6.239999771118164,19.600000381469727,0.4645000100135803,0.0,25.43000030517578,50.0,0.0,0.0,80.0,20.0,0.5928571224212646,1.0,1.0,7.0,36.8183,1,Chennai,Industrial,moderate_rain
4.0,0.0,9.800000190734863,0.9787999987602234,0.0,68.95999908447266,50.0,0.0,2.0,65.0,10.0,0.48367348313331604,0.7166666388511658,0.0,6.0,35.5219,1,Hyderabad,Industrial,clear
72.5,19.649999618530273,80.19999694824219,0.1932000070810318,1.0,71.9000015258789,80.0,0.0,2.0,65.0,20.0,0.3510203957557678,0.11666666716337204,0.0,4.0,73.2723,3,Bengaluru,CBD,thunderstorm
26.5,0.0,74.4000015258789,0.7980999946594238,0.0,77.5,80.0,0.0,2.0,40.0,35.0,0.37959182262420654,0.7666666507720947,0.0,6.0,49.9646,1,Delhi,Highway,strong_wind
11.5,1.9600000381469727,11.199999809265137,0.7487999796867371,0.0,41.04999923706055,20.0,1.0,0.0,65.0,35.0,0.5142857432365417,0.36666667461395264,0.0,7.0,24.2765,0,Hyderabad,Rural,light_rain
4.0,0.0,12.300000190734863,0.9732999801635742,0.0,37.25,50.0,0.0,1.0,40.0,35.0,0.37959182262420654,0.6666666865348816,0.0,6.0,27.3934,0,Chennai,Suburb,clear
13.5,0.09000000357627869,28.100000381469727,1.0226999521255493,0.0,25.43000030517578,50.0,0.0,0.0,65.0,20.0,0.31020408868789673,0.3333333432674408,0.0,4.0,30.1182,1,Mumbai,Industrial,clear
4.0,0.0,10.300000190734863,0.9603999853134155,0.0,86.5,80.0,1.0,2.0,65.0,20.0,0.3265306055545807,0.5166666507720947,0.0,4.0,49.68,1,Delhi,CBD,clear
27.5,6.150000095367432,34.79999923706055,0.5038999915122986,0.0,86.5,80.0,1.0,2.0,40.0,10.0,0.3979591727256775,0.4333333373069763,0.0,6.0,52.3228,2,Hyderabad,Highway,moderate_rain
33.5,6.210000038146973,30.100000381469727,0.47589999437332153,0.0,37.25,50.0,0.0,1.0,65.0,35.0,0.2857142984867096,0.7666666507720947,0.0,4.0,41.8408,1,Mumbai,Suburb,moderate_rain
4.0,0.0,18.5,0.9621000289916992,0.0,45.02000045776367,20.0,1.0,1.0,65.0,10.0,0.550000011920929,0.03333333507180214,0.0,7.0,26.4554,0,Bengaluru,Residential,clear
55.0,11.0600004196167,54.29999923706055,0.15189999341964722,0.0,34.0099983215332,80.0,0.0,0.0,80.0,35.0,0.3510203957557678,0.5,1.0,4.0,52.1437,2,Hyderabad,Highway,heavy_rain
11.5,0.05000000074505806,9.0,0.9995999932289124,0.0,17.350000381469727,20.0,0.0,0.0,40.0,35.0,0.3489795923233032,0.5666666626930237,0.0,6.0,18.0321,0,Mumbai,Residential,clear
17.5,2.309999942779541,25.799999237060547,0.737500011920929,0.0,86.5,80.0,1.0,2.0,80.0,20.0,0.3142857253551483,0.38333332538604736,1.0,4.0,55.9616,2,Mumbai,CBD,light_rain
4.0,0.0,8.600000381469727,0.9818999767303467,0.0,69.87999725341797,50.0,1.0,2.0,55.0,35.0,0.3928571343421936,0.9166666865348816,1.0,7.0,37.0177,1,Hyderabad,Suburb,clear
65.0,16.8799991607666,47.20000076293945,0.2061000019311905,0.0,82.37000274658203,50.0,1.0,2.0,80.0,35.0,0.44387754797935486,0.06666667014360428,1.0,5.0,62.1737,2,Mumbai,Industrial,heavy_rain
40.0,10.460000038146973,23.399999618530273,0.5034999847412109,0.0,69.87999725341797,50.0,1.0,2.0,40.0,10.0,0.44999998807907104,0.8500000238418579,0.0,7.0,44.066,1,Mumbai,Suburb,moderate_rain
11.5,1.8700000047683716,17.399999618530273,0.6895999908447266,0.0,18.56999969482422,50.0,0.0,0.0,90.0,35.0,0.6918367147445679,0.30000001192092896,0.0,6.0,30.2667,1,Mumbai,Suburb,light_rain
4.0,0.0,7.199999809265137,0.9829999804496765,0.0,39.70000076293945,50.0,0.0,1.0,80.0,35.0,0.5,0.8500000238418579,1.0,5.0,30.3198,1,Bengaluru,Suburb,clear
33.5,7.150000095367432,30.0,0.4823000133037567,0.0,82.37000274658203,50.0,1.0,2.0,55.0,35.0,0.31122449040412903,0.8833333253860474,1.0,5.0,52.3917,2,Bengaluru,Industrial,moderate_rain
55.0,14.119999885559082,50.29999923706055,0.22220000624656677,0.0,20.290000915527344,20.0,0.0,0.0,55.0,10.0,0.34183672070503235,0.800000011920929,1.0,5.0,31.3348,1,Hyderabad,Rural,heavy_rain
55.0,13.869999885559082,40.29999923706055,0.2395000010728836,0.0,18.56999969482422,50.0,0.0,0.0,65.0,20.0,0.47448980808258057,0.800000011920929,0.0,5.0,39.5067,1,Hyderabad,Suburb,heavy_rain
17.5,1.940000057220459,26.0,0.6894999742507935,0.0,76.80000305175781,80.0,0.0,2.0,80.0,10.0,0.4959183633327484,0.18333333730697632,1.0,6.0,51.0132,2,Delhi,Highway,light_rain
27.5,2.5199999809265137,27.0,0.7293999791145325,0.0,17.350000381469727,20.0,0.0,0.0,90.0,35.0,0.30918368697166443,0.15000000596046448,0.0,3.0,31.8773,1,Hyderabad,Residential,light_rain
17.5,2.3299999237060547,23.5,0.7439000010490417,0.0,34.0099983215332,80.0,0.0,0.0,105.0,10.0,0.5510203838348389,0.800000011920929,1.0,5.0,44.9126,1,Delhi,Highway,light_rain
17.5,2.0899999141693115,23.600000381469727,0.7379000186920166,0.0,47.04999923706055,50.0,0.0,1.0,90.0,35.0,0.6673469543457031,0.7333333492279053,0.0,6.0,43.008,1,Mumbai,Industrial,light_rain
7.5,0.10999999940395355,8.199999809265137,1.0331000089645386,0.0,25.43000030517578,50.0,0.0,0.0,65.0,10.0,0.37244898080825806,0.6333333253860474,0.0,5.0,27.0105,0,Mumbai,Industrial,clear
11.5,1.8600000143051147,12.600000381469727,0.7386000156402588,0.0,34.0099983215332,80.0,0.0,0.0,55.0,20.0,0.2775510251522064,0.9833333492279053,1.0,4.0,36.7605,1,Hyderabad,Highway,light_rain
4.0,0.0,15.199999809265137,0.9614999890327454,0.0,45.02000045776367,20.0,1.0,1.0,90.0,35.0,0.44897958636283875,0.7833333611488342,0.0,4.0,28.2843,0,Delhi,Residential,clear
